2018-08-09 15:54:26,462 [1] INFO  ZXClient.Updater.AutoUpdater - 开始升级
2018-08-09 15:54:26,620 [1] INFO  ZXClient.Updater.AutoUpdater - 检测到升级文件2个
2018-08-09 15:54:27,996 [7] INFO  ZXClient.WorkForm - 检测到USB设备,可以进行端口转发了.
2018-08-09 15:54:28,497 [7] INFO  ZXClient.WorkForm - 设备端口8000重定向到本地端口8011
2018-08-09 15:54:28,698 [7] INFO  ZXClient.WorkForm - USB端口转发了,可以发送数据包了.
2018-08-09 15:54:28,703 [7] INFO  ZXClient.WorkForm - USBSendData:S99||0||E
2018-08-09 15:54:28,704 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S99||0||E
2018-08-09 15:54:28,736 [7] INFO  ZXClient.WorkForm - S99||0||EFalse接收数据:RecvCmdOKS99||3||CCB8A8DB14F8||1||0||80||85||1||E
2018-08-09 15:54:28,737 [7] INFO  ZXClient.WorkForm - S99||0||E------------------:RecvCmdOK
2018-08-09 15:54:28,737 [7] INFO  ZXClient.WorkForm - S99||0||E------------------:S99||3||CCB8A8DB14F8||1||0||80||85||1||E
2018-08-09 15:54:28,737 [7] INFO  ZXClient.WorkForm - 设备连接心跳:成功
2018-08-09 15:54:28,737 [7] INFO  ZXClient.WorkForm - 获取设备mac地址:CCB8A8DB14F8，设备资源版本号：3，设备更新资源版本号：1
2018-08-09 15:54:28,739 [7] INFO  ZXClient.util.HttpUtil - 接口请求:http://192.168.1.123:8080/employeeHeart.action?mac=CCB8A8DB14F8&cardNum=
2018-08-09 15:54:28,757 [7] INFO  ZXClient.util.HttpUtil - 接口请求结果:online
2018-08-09 15:54:28,757 [7] INFO  ZXClient.WorkForm - 2018/8/9 15:54:28心跳：onlineCCB8A8DB14F8
2018-08-09 15:54:28,758 [7] INFO  ZXClient.WorkForm - 设备连接成功
2018-08-09 15:54:28,758 [7] INFO  ZXClient.WorkForm - USBSendData:S99||0||E
2018-08-09 15:54:28,758 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S99||0||E
2018-08-09 15:54:28,785 [7] INFO  ZXClient.WorkForm - S99||0||EFalse接收数据:RecvCmdOKS99||3||CCB8A8DB14F8||1||0||80||85||1||E
2018-08-09 15:54:28,785 [7] INFO  ZXClient.WorkForm - S99||0||E------------------:RecvCmdOK
2018-08-09 15:54:28,785 [7] INFO  ZXClient.WorkForm - S99||0||E------------------:S99||3||CCB8A8DB14F8||1||0||80||85||1||E
2018-08-09 15:54:28,786 [7] INFO  ZXClient.WorkForm - 获取设备mac地址:CCB8A8DB14F8，设备资源版本号：3，设备更新资源版本号：1
2018-08-09 15:54:28,788 [7] INFO  ZXClient.WorkForm - USBSendData:S98||0192.168.1.123||E
2018-08-09 15:54:28,789 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S98||0192.168.1.123||E
2018-08-09 15:54:28,972 [7] INFO  ZXClient.WorkForm - S98||0192.168.1.123||EFalse接收数据:RecvCmdOK
2018-08-09 15:54:28,973 [7] INFO  ZXClient.WorkForm - S98||0192.168.1.123||E------------------:RecvCmdOK
2018-08-09 15:54:28,973 [7] INFO  ZXClient.WorkForm - USBSendData:S14||2018||8||9||15||54||28||E
2018-08-09 15:54:28,973 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S14||2018||8||9||15||54||28||E
2018-08-09 15:54:28,989 [7] INFO  ZXClient.WorkForm - S14||2018||8||9||15||54||28||EFalse接收数据:RecvCmdOK
2018-08-09 15:54:28,989 [7] INFO  ZXClient.WorkForm - S14||2018||8||9||15||54||28||E------------------:RecvCmdOK
2018-08-09 15:54:28,990 [7] INFO  ZXClient.util.HttpUtil - 接口请求:http://192.168.1.123:8080/getDeptVideo.action?mac=CCB8A8DB14F8
2018-08-09 15:54:29,004 [7] INFO  ZXClient.util.HttpUtil - 接口请求结果:
2018-08-09 15:54:29,004 [7] INFO  ZXClient.WorkForm - 获取设备CCB8A8DB14F8录音录像权限:
2018-08-09 15:54:29,004 [7] INFO  ZXClient.WorkForm - USBSendData:S17||||E
2018-08-09 15:54:29,004 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S17||||E
2018-08-09 15:54:29,052 [7] INFO  ZXClient.WorkForm - S17||||EFalse接收数据:RecvCmdOK
2018-08-09 15:54:29,052 [7] INFO  ZXClient.WorkForm - S17||||E------------------:RecvCmdOK
2018-08-09 15:54:29,052 [7] INFO  ZXClient.WorkForm - 开始心跳False
2018-08-09 15:54:29,055 [10] INFO  ZXClient.WorkForm - 开始监听（排队叫号器）评价器返回数据，端口：8001True
2018-08-09 15:54:37,132 [1] INFO  ZXClient.WorkForm - USBSendData:S08||STOP||E
2018-08-09 15:54:37,133 [1] INFO  ZXClient.WorkForm - (USB)发送内容：S08||STOP||E
2018-08-09 15:54:37,149 [1] INFO  ZXClient.WorkForm - S08||STOP||EFalse接收数据:RecvCmdOK
2018-08-09 15:54:37,149 [1] INFO  ZXClient.WorkForm - S08||STOP||E------------------:RecvCmdOK
2018-08-09 15:54:37,149 [1] INFO  ZXClient.WorkForm - USBSendData:S05E
2018-08-09 15:54:37,149 [1] INFO  ZXClient.WorkForm - (USB)发送内容：S05E
2018-08-09 15:54:37,245 [1] INFO  ZXClient.WorkForm - S05EFalse接收数据:RecvCmdOK
2018-08-09 15:54:37,245 [1] INFO  ZXClient.WorkForm - S05E------------------:RecvCmdOK
2018-08-09 15:54:37,245 [1] INFO  ZXClient.WorkForm - 用户退出成功！
